rocmfpx-plugin: info: registered 1 ROCmFPX Vulkan device(s)
rocmfpx-plugin: info: loaded rocmfpx-vulkan-charlie 0.1.0 from /home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/builds/rocmfpx-vulkan-gfx1032-v3-instrumented/bin/rocmfpx-vulkan-plugin.so
0.00.073.017 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.073.475 W srv  llama_server: -----------------
0.00.073.477 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.073.478 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.073.478 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.073.478 W srv  llama_server: -----------------
0.00.074.785 I srv    load_model: loading model '/home/isaac/Documents/Codex/2026-09-16/recalcar-vas-a-estar-en-paralelo-2/work/results/models/LFM2.5-2.6B-ROCmFP4_FAST.gguf'
0.01.903.111 I cmn          init: llama threadpool init, n_threads = 4
0.01.943.133 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8704, kv_unified = 'false'
0.01.943.186 W srv    load_model: LLAMA_SERVER_PREFILL_CHUNK_TOKENS = 128
0.01.943.186 W srv    load_model: LLAMA_SERVER_PREFILL_CHUNK_DECODE_AWARE = 1, idle_tokens = 512
0.01.943.187 I srv    load_model: sequence policy: lowest_slot_first=0 dense_sequences=0 remap_trace=0
0.01.948.041 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.01.948.081 I srv  llama_server: model loaded
0.01.948.087 I srv  llama_server: listening on http://127.0.0.1:18230
0.10.995.477 I slot get_availabl: id  2 | task -1 | selected slot by id (2)
0.10.995.519 I slot launch_slot_: id  2 | task 1 | processing task, is_child = 0
0.11.185.653 I slot get_availabl: id  1 | task -1 | selected slot by id (1)
0.11.185.781 I slot launch_slot_: id  1 | task 3 | processing task, is_child = 0
0.11.185.799 I slot get_availabl: id  3 | task -1 | selected slot by id (3)
0.11.185.826 I slot launch_slot_: id  3 | task 4 | processing task, is_child = 0
0.11.185.827 I slot get_availabl: id  0 | task -1 | selected slot by id (0)
0.11.185.849 I slot launch_slot_: id  0 | task 5 | processing task, is_child = 0
0.14.114.206 I slot print_timing: id  2 | task 1 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.12 s / 656.71 tokens per second
0.15.119.602 I slot print_timing: id  0 | task 5 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.93 s / 520.63 tokens per second
0.15.119.637 I slot print_timing: id  1 | task 3 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.93 s / 520.63 tokens per second
0.15.119.661 I slot print_timing: id  2 | task 1 | prompt processing, n_tokens =   2560, progress = 0.31, t =   4.12 s / 620.75 tokens per second
0.15.119.684 I slot print_timing: id  3 | task 4 | prompt processing, n_tokens =   2048, progress = 0.25, t =   3.93 s / 520.64 tokens per second
0.16.144.182 I slot print_timing: id  0 | task 5 | prompt processing, n_tokens =   2560, progress = 0.31, t =   4.96 s / 516.31 tokens per second
0.16.144.206 I slot print_timing: id  1 | task 3 | prompt processing, n_tokens =   2560, progress = 0.31, t =   4.96 s / 516.31 tokens per second
0.16.144.221 I slot print_timing: id  2 | task 1 | prompt processing, n_tokens =   3072, progress = 0.38, t =   5.15 s / 596.66 tokens per second
0.16.144.239 I slot print_timing: id  3 | task 4 | prompt processing, n_tokens =   2560, progress = 0.31, t =   4.96 s / 516.32 tokens per second
0.17.184.883 I slot print_timing: id  0 | task 5 | prompt processing, n_tokens =   3072, progress = 0.38, t =   6.00 s / 512.09 tokens per second
0.17.184.975 I slot print_timing: id  1 | task 3 | prompt processing, n_tokens =   3072, progress = 0.38, t =   6.00 s / 512.09 tokens per second
0.17.185.026 I slot print_timing: id  2 | task 1 | prompt processing, n_tokens =   3584, progress = 0.44, t =   6.19 s / 579.06 tokens per second
0.17.185.076 I slot print_timing: id  3 | task 4 | prompt processing, n_tokens =   3072, progress = 0.38, t =   6.00 s / 512.10 tokens per second
0.18.240.252 I slot print_timing: id  0 | task 5 | prompt processing, n_tokens =   3584, progress = 0.44, t =   7.05 s / 508.05 tokens per second
